"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2023","1,414.00","1,403.00","1,421.80","1,403.00","17.85M","-0.52%"
"09/01/2023","1,421.40","1,434.80","1,434.80","1,412.20","9.70M","-0.75%"
"06/01/2023","1,432.20","1,432.00","1,440.80","1,419.00","6.13M","0.04%"
"05/01/2023","1,431.60","1,434.00","1,438.20","1,420.20","4.08M","-1.12%"
"04/01/2023","1,447.80","1,454.80","1,469.00","1,442.80","3.97M","-0.22%"
"03/01/2023","1,451.00","1,422.00","1,470.20","1,420.18","6.58M","0.93%"
"30/12/2022","1,437.60","1,437.40","1,450.40","1,434.20","1.88M","-0.48%"
"29/12/2022","1,444.60","1,437.00","1,444.60","1,419.40","2.62M","0.31%"
"28/12/2022","1,440.20","1,449.60","1,452.20","1,438.00","3.01M","-0.87%"
"23/12/2022","1,452.80","1,454.00","1,463.80","1,449.20","1.22M","-0.14%"
"22/12/2022","1,454.80","1,448.20","1,460.50","1,448.20","3.31M","0.11%"
"21/12/2022","1,453.20","1,433.40","1,463.60","1,428.00","4.55M","1.84%"
"20/12/2022","1,427.00","1,421.00","1,430.66","1,412.40","9.35M","0.44%"
"19/12/2022","1,420.80","1,425.20","1,429.80","1,417.77","3.60M","-0.50%"
"16/12/2022","1,428.00","1,445.60","1,448.20","1,419.40","14.09M","-1.48%"
"15/12/2022","1,449.40","1,442.00","1,455.60","1,436.20","31.83M","0.39%"
"14/12/2022","1,443.80","1,447.40","1,453.60","1,437.20","6.60M","-0.59%"
"13/12/2022","1,452.40","1,437.40","1,467.00","1,432.60","6.03M","0.51%"
"12/12/2022","1,445.00","1,452.00","1,464.20","1,436.80","5.23M","-0.88%"
"09/12/2022","1,457.80","1,478.60","1,488.95","1,455.40","12.10M","-1.74%"
"08/12/2022","1,483.60","1,500.00","1,502.00","1,455.40","7.44M","-0.59%"
"07/12/2022","1,492.40","1,590.00","1,609.00","1,488.20","17.93M","7.54%"
"06/12/2022","1,387.80","1,428.60","1,433.20","1,387.80","9.17M","-2.42%"
"05/12/2022","1,422.20","1,408.00","1,432.20","1,403.80","5.66M","-0.13%"
"02/12/2022","1,424.00","1,418.40","1,427.60","1,401.20","6.06M","0.61%"
"01/12/2022","1,415.40","1,412.60","1,422.00","1,399.00","4.23M","0.61%"
"30/11/2022","1,406.80","1,421.40","1,430.60","1,404.40","12.73M","-0.78%"
"29/11/2022","1,417.80","1,393.60","1,428.40","1,391.80","5.87M","1.65%"
"28/11/2022","1,394.80","1,394.60","1,400.00","1,384.40","19.85M","0.17%"
"25/11/2022","1,392.40","1,381.60","1,399.26","1,381.60","3.47M","0.90%"
"24/11/2022","1,380.00","1,385.20","1,392.00","1,378.00","2.12M","-0.29%"
"23/11/2022","1,384.00","1,408.00","1,410.60","1,382.60","3.78M","-1.82%"
"22/11/2022","1,409.60","1,397.00","1,413.00","1,394.20","3.25M","0.83%"
"21/11/2022","1,398.00","1,368.60","1,410.20","1,368.60","6.55M","2.16%"
"18/11/2022","1,368.40","1,362.40","1,374.60","1,358.60","6.08M","1.03%"
"17/11/2022","1,354.40","1,362.00","1,374.40","1,343.40","4.26M","-1.46%"
"16/11/2022","1,374.40","1,351.40","1,383.40","1,350.00","6.68M","1.49%"
"15/11/2022","1,354.20","1,364.40","1,373.60","1,344.40","7.68M","-0.79%"
"14/11/2022","1,365.00","1,321.40","1,383.60","1,315.20","15.29M","3.13%"
"11/11/2022","1,323.60","1,379.80","1,383.60","1,310.60","12.32M","-6.01%"
"10/11/2022","1,408.20","1,400.60","1,426.00","1,398.20","6.88M","0.07%"
"09/11/2022","1,407.20","1,376.20","1,412.60","1,374.80","5.73M","1.46%"
"08/11/2022","1,387.00","1,372.80","1,389.80","1,364.61","5.44M","0.70%"
"07/11/2022","1,377.40","1,426.20","1,426.20","1,367.20","10.17M","-4.72%"
"04/11/2022","1,445.60","1,449.60","1,463.00","1,439.80","6.24M","-0.17%"
"03/11/2022","1,448.00","1,443.80","1,456.20","1,430.00","7.24M","0.17%"
"02/11/2022","1,445.60","1,460.00","1,475.40","1,432.00","13.67M","-0.03%"
"01/11/2022","1,446.00","1,434.60","1,460.00","1,428.80","7.76M","1.20%"
"31/10/2022","1,428.80","1,415.20","1,439.20","1,403.40","8.51M","0.86%"
"28/10/2022","1,416.60","1,389.80","1,420.40","1,389.80","4.03M","2.13%"
"27/10/2022","1,387.00","1,396.20","1,398.00","1,384.20","4.21M","-0.57%"
"26/10/2022","1,395.00","1,383.20","1,397.80","1,376.60","16.63M","0.82%"
"25/10/2022","1,383.60","1,393.60","1,397.80","1,373.80","4.33M","-0.27%"
"24/10/2022","1,387.40","1,392.40","1,397.40","1,366.00","4.41M","-0.36%"
"21/10/2022","1,392.40","1,363.80","1,394.40","1,358.31","4.57M","2.01%"
"20/10/2022","1,365.00","1,373.40","1,374.80","1,360.60","15.54M","-1.24%"
"19/10/2022","1,382.20","1,372.60","1,390.60","1,363.80","6.60M","1.35%"
"18/10/2022","1,363.80","1,365.40","1,372.77","1,355.80","4.31M","0.72%"
"17/10/2022","1,354.00","1,354.40","1,371.20","1,348.80","5.63M","0.28%"
"14/10/2022","1,350.20","1,344.80","1,360.40","1,335.40","5.79M","1.44%"
"13/10/2022","1,331.00","1,369.20","1,383.20","1,310.60","10.91M","-2.05%"
"12/10/2022","1,358.80","1,359.20","1,383.20","1,352.77","5.21M","0.12%"
"11/10/2022","1,357.20","1,348.20","1,362.00","1,339.91","7.50M","0.83%"
"10/10/2022","1,346.00","1,334.00","1,348.80","1,332.40","4.41M","0.25%"
"07/10/2022","1,342.60","1,320.00","1,348.00","1,318.20","9.10M","1.51%"
"06/10/2022","1,322.60","1,325.40","1,336.00","1,313.80","8.39M","-0.48%"
"05/10/2022","1,329.00","1,324.40","1,329.00","1,311.40","5.82M","0.05%"
"04/10/2022","1,328.40","1,322.20","1,341.40","1,311.20","7.13M","0.67%"
"03/10/2022","1,319.60","1,290.00","1,323.60","1,286.20","5.78M","1.06%"
"30/09/2022","1,305.80","1,310.00","1,352.31","1,304.20","9.88M","-0.76%"
"29/09/2022","1,315.80","1,325.80","1,333.92","1,306.40","11.70M","-1.92%"
"28/09/2022","1,341.60","1,319.60","1,344.13","1,312.40","6.91M","1.90%"
"27/09/2022","1,316.60","1,330.80","1,344.20","1,316.59","32.34M","-0.63%"
"26/09/2022","1,325.00","1,332.60","1,347.00","1,308.60","8.29M","0.90%"
"23/09/2022","1,313.20","1,318.00","1,328.20","1,283.20","8.06M","1.33%"
"22/09/2022","1,296.00","1,299.40","1,307.78","1,280.92","26.59M","-0.66%"
