"Date","Price","Open","High","Low","Vol.","Change %"
"18/01/2024","941.63","959.10","959.10","935.66","29.11M","-1.21%"
"17/01/2024","953.12","986.21","986.21","943.47","7.57M","-2.77%"
"16/01/2024","980.24","978.86","989.89","972.88","14.83M","-0.37%"
"15/01/2024","983.91","986.67","989.43","971.50","3.61M","0.66%"
"12/01/2024","977.48","971.96","982.79","964.15","20.33M","0.76%"
"11/01/2024","970.12","985.29","989.43","970.12","7.73M","-1.22%"
"10/01/2024","982.07","980.69","993.10","977.48","9.28M","-0.51%"
"09/01/2024","987.13","980.24","987.59","974.26","6.10M","0.56%"
"08/01/2024","981.61","983.91","986.67","979.32","17.56M","-0.65%"
"05/01/2024","988.05","986.21","991.72","978.40","5.67M","-0.32%"
"04/01/2024","991.26","978.40","991.72","970.58","12.49M","1.51%"
"03/01/2024","976.56","973.34","979.32","967.37","25.27M","0.47%"
"02/01/2024","971.96","972.88","978.40","967.15","4.89M","-0.05%"
"29/12/2023","972.42","977.48","977.94","972.42","1.90M","0.05%"
"28/12/2023","971.96","977.02","978.40","971.04","2.67M","-0.33%"
"27/12/2023","975.18","976.10","981.15","969.21","3.95M","0.00%"
"22/12/2023","975.18","977.48","981.15","971.50","2.29M","-0.05%"
"21/12/2023","975.64","977.48","985.75","971.50","9.37M","-0.42%"
"20/12/2023","979.78","978.40","983.91","963.23","25.84M","1.09%"
"19/12/2023","969.21","967.83","972.88","957.72","11.79M","0.57%"
"18/12/2023","963.69","972.88","993.08","963.69","5.79M","-1.64%"
"15/12/2023","979.78","991.26","993.10","975.18","28.11M","-1.25%"
"14/12/2023","992.18","1,001.83","1,011.03","980.69","34.58M","0.56%"
"13/12/2023","986.67","965.53","989.43","964.15","15.67M","0.52%"
"12/12/2023","981.61","980.24","988.97","971.50","9.00M","0.42%"
"11/12/2023","977.48","976.56","982.53","967.83","18.28M","0.33%"
"08/12/2023","974.26","986.21","986.21","970.58","14.23M","-0.56%"
"07/12/2023","979.78","969.21","985.75","960.47","14.88M","1.38%"
"06/12/2023","966.45","953.12","968.29","945.31","38.31M","1.59%"
"05/12/2023","951.28","958.18","958.18","941.63","7.55M","-0.10%"
"04/12/2023","952.20","943.93","955.42","943.93","5.86M","0.29%"
"01/12/2023","949.44","943.47","950.82","939.79","4.95M","0.53%"
"30/11/2023","944.39","939.79","945.31","931.29","15.64M","0.20%"
"29/11/2023","942.55","940.71","945.31","935.66","5.59M","0.15%"
"28/11/2023","941.17","939.33","947.15","926.93","22.11M","0.94%"
"27/11/2023","932.44","929.22","934.74","922.33","5.83M","0.49%"
"24/11/2023","927.85","929.68","930.60","918.38","9.97M","0.50%"
"23/11/2023","923.25","932.44","934.28","913.97","11.40M","-2.81%"
"22/11/2023","949.90","952.20","963.69","946.69","8.09M","-0.39%"
"21/11/2023","953.58","940.71","953.71","931.52","28.39M","1.67%"
"20/11/2023","937.96","934.74","944.39","928.76","5.58M","0.44%"
"17/11/2023","933.82","930.14","936.58","920.03","5.69M","0.59%"
"16/11/2023","928.31","911.03","930.14","901.65","13.44M","2.10%"
"15/11/2023","909.19","913.05","924.17","904.41","4.89M","0.08%"
"14/11/2023","908.45","902.02","909.00","890.81","5.25M","0.86%"
"13/11/2023","900.73","904.78","911.94","898.71","44.15M","-0.45%"
"10/11/2023","904.78","902.75","909.00","895.22","10.64M","0.31%"
"09/11/2023","902.02","914.52","917.09","894.48","10.79M","1.20%"
"08/11/2023","891.36","902.39","906.61","886.87","20.10M","-2.06%"
"07/11/2023","910.11","904.78","915.81","904.59","7.34M","0.71%"
"06/11/2023","903.67","913.23","917.64","899.08","4.43M","-1.36%"
"03/11/2023","916.17","918.93","931.52","910.11","18.16M","-0.32%"
"02/11/2023","919.11","918.01","923.71","914.89","6.35M","0.79%"
"01/11/2023","911.94","898.53","914.33","898.34","4.05M","1.39%"
"31/10/2023","899.44","901.10","908.64","892.09","5.15M","0.23%"
"30/10/2023","897.42","907.72","919.11","894.38","8.38M","-0.49%"
"27/10/2023","901.83","909.74","915.62","900.00","4.75M","-0.65%"
"26/10/2023","907.72","897.61","915.25","891.72","5.01M","1.15%"
"25/10/2023","897.42","891.17","899.08","884.00","2.68M","0.72%"
"24/10/2023","890.99","874.63","893.01","868.75","6.02M","1.27%"
"23/10/2023","879.78","882.72","884.54","868.93","4.37M","-0.71%"
"20/10/2023","886.03","885.29","901.28","881.25","6.42M","-0.80%"
"19/10/2023","893.19","887.31","899.81","884.92","3.70M","0.08%"
"18/10/2023","892.46","891.72","902.94","889.70","3.75M","-0.55%"
"17/10/2023","897.42","896.50","907.17","894.54","12.15M","0.29%"
"16/10/2023","894.85","906.25","908.27","890.25","8.13M","-0.59%"
"13/10/2023","900.18","882.90","908.27","882.90","4.53M","1.53%"
"12/10/2023","886.58","897.24","897.61","881.43","5.39M","-0.41%"
"11/10/2023","890.25","889.70","899.26","881.98","6.19M","0.37%"
"10/10/2023","886.95","866.36","891.54","866.36","13.84M","1.71%"
"09/10/2023","872.06","864.33","878.49","863.23","4.76M","1.41%"
"06/10/2023","859.92","873.34","874.63","843.75","4.94M","-1.27%"
"05/10/2023","870.95","867.64","875.73","861.21","4.75M","1.11%"
"04/10/2023","861.39","862.68","877.02","857.17","16.02M","0.56%"
"03/10/2023","856.61","871.14","871.32","846.69","6.60M","-1.87%"
"02/10/2023","872.97","903.31","907.17","872.97","8.71M","-3.08%"
"29/09/2023","900.73","901.90","910.11","890.99","7.61M","1.41%"
"28/09/2023","888.23","906.25","910.11","886.58","5.04M","-1.67%"
"27/09/2023","903.31","920.03","920.03","900.92","5.43M","-2.26%"
"26/09/2023","924.17","918.56","932.44","912.68","6.47M","0.25%"
"25/09/2023","921.87","936.58","938.20","916.54","3.90M","-1.91%"
"22/09/2023","939.79","942.09","949.90","935.20","14.52M","-0.63%"
"21/09/2023","945.77","946.23","955.42","939.79","13.63M","-0.53%"
"20/09/2023","950.82","938.42","952.20","935.66","4.66M","1.82%"
"19/09/2023","933.82","936.58","938.87","931.52","5.52M","-0.20%"
"18/09/2023","935.66","942.09","945.77","931.98","2.74M","-0.44%"
"15/09/2023","939.79","948.99","953.58","938.87","16.13M","-0.39%"
"14/09/2023","943.47","926.01","946.23","921.87","10.10M","2.45%"
"13/09/2023","920.95","918.38","924.63","905.88","13.49M","0.24%"
"12/09/2023","918.75","918.38","927.85","915.44","7.08M","0.26%"
